,ESTABLISHMENT_1,YEAR,PROVINCE_1,REGION,REGION_NUM,MONTH,QTR,COMMODITY,TEMPERATUREARRIVAL_1,VETID.x,FINAL_ID_SEROTYPE,MIC_AMC,MIC_AMK,MIC_AMP,MIC_AZM,MIC_CEP,MIC_CHL,MIC_CIP,MIC_COL,MIC_CRO,MIC_FOX,MIC_GEN,MIC_KAN,MIC_MEM,MIC_NAL,MIC_SSS,MIC_STR,MIC_SXT,MIC_TET,MIC_TIO,hatchery_1,placement_date,age_sampled,stocking_density,farm_capacity_n,Mortality_percent_barn,Mortality_percent_floor,cocci_tx,cocci_tx_info,ara_3GCS_mgKg,ara_FQLS_mgKg,ara_AMIN_mgKg,ara_LINC_AMCL_mgKg,ara_LINC_mgKg,ara_AMCL_mgKg,ara_MACR_mgKg,ara_PENI_mgKg,ara_STRE_mgKg,ara_TMPS_mgKg,ara_BACI_mgKg,ara_TETR_mgKg,ara_SULF_mgKg,ara_FLAV_mgKg,ara_ORTH_mgKg
1,BCSF0001,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,18.8,BCSV002,Enteritidis,<=1,NA,<=1,8,NA,8,0.03,NA,<=0.25,1,<=0.25,<=8,,4,64,<=32,<=0.12,<=4,1,168,2013-04-16 00:00:00 UTC,37,0.8,10000,4.12745098,3.921568627,Shuttle control,MonNic-LasNic-Las-Dic,0,0.200178423,0,0,0,NA,0,13.96984505,1.505752172,0,22.71323361,0,0,0,0
2,BCSF0001,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,18.8,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,0.03,NA,<=0.25,2,<=0.25,<=8,,4,32,<=32,<=0.12,<=4,1,168,2013-04-16 00:00:00 UTC,37,0.8,10000,4.12745098,3.921568627,Shuttle control,MonNic-LasNic-Las-Dic,0,0.200178423,0,0,0,NA,0,13.96984505,1.505752172,0,22.71323361,0,0,0,0
3,BCSF0001,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,18.8,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,<=8,,4,64,<=32,<=0.12,<=4,1,168,2013-04-16 00:00:00 UTC,37,0.8,10000,4.12745098,3.921568627,Shuttle control,MonNic-LasNic-Las-Dic,0,0.200178423,0,0,0,NA,0,13.96984505,1.505752172,0,22.71323361,0,0,0,0
4,BCSF0002,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,18.3,BCSV002,Liverpool,<=1,NA,2,2,NA,4,<=0.015,NA,<=0.25,4,<=0.25,<=8,,2,32,<=32,<=0.12,<=4,1,168,2013-04-16 00:00:00 UTC,37,0.8,40000,9.342060524,10.0022668,Shuttle control,MonNic-LasNic-Las-Dic,0,0.200178423,0,0,0,NA,0,27.6229638,1.505752173,0,29.96195739,0,0,0,0
5,BCSF0002,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,18.3,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,0.03,NA,<=0.25,2,0.5,<=8,,4,64,<=32,<=0.12,<=4,1,168,2013-04-16 00:00:00 UTC,37,0.8,40000,9.342060524,10.0022668,Shuttle control,MonNic-LasNic-Las-Dic,0,0.200178423,0,0,0,NA,0,27.6229638,1.505752173,0,29.96195739,0,0,0,0
6,BCSF0002,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,18.3,BCSV002,Liverpool,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,<=0.25,<=8,,4,32,<=32,<=0.12,<=4,1,168,2013-04-16 00:00:00 UTC,37,0.8,40000,9.342060524,10.0022668,Shuttle control,MonNic-LasNic-Las-Dic,0,0.200178423,0,0,0,NA,0,27.6229638,1.505752173,0,29.96195739,0,0,0,0
7,BCSF0002,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,18.3,BCSV002,Liverpool,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,4,0.5,<=8,,4,32,<=32,<=0.12,<=4,1,168,2013-04-16 00:00:00 UTC,37,0.8,40000,9.342060524,10.0022668,Shuttle control,MonNic-LasNic-Las-Dic,0,0.200178423,0,0,0,NA,0,27.6229638,1.505752173,0,29.96195739,0,0,0,0
8,BCSF0003,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,8,3,Domestic/Farmed,22.1,BCSV002,Enteritidis,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,2,<=0.25,<=8,,2,64,<=32,<=0.12,<=4,1,168,2013-07-12 00:00:00 UTC,35,0.72,55000,5.893009378,6.202046036,Shuttle control,LasNic-Dic,0.01944074705,0,0,0,NA,NA,0,0,0,0,58.10503129,0,0,0,0
9,BCSF0003,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,8,3,Domestic/Farmed,22.1,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,64,<=32,<=0.12,<=4,1,168,2013-07-12 00:00:00 UTC,35,0.72,55000,5.893009378,6.202046036,Shuttle control,LasNic-Dic,0.01944074705,0,0,0,NA,NA,0,0,0,0,58.10503129,0,0,0,0
10,BCSF0003,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,8,3,Domestic/Farmed,22.1,BCSV002,Enteritidis,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,2,<=0.25,<=8,,4,64,<=32,<=0.12,<=4,1,168,2013-07-12 00:00:00 UTC,35,0.72,55000,5.893009378,6.202046036,Shuttle control,LasNic-Dic,0.01944074705,0,0,0,NA,NA,0,0,0,0,58.10503129,0,0,0,0
11,BCSF0004,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,9,3,Domestic/Farmed,22.3,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,0.03,NA,<=0.25,1,0.5,<=8,,8,32,<=32,<=0.12,<=4,1,378,2013-08-09 00:00:00 UTC,32,0.75,60000,4.223227753,4.223227753,Shuttle control,LasNic-Dic,0,0,0,0,NA,NA,0,16.473424,0,0,26.16755289,0,0,0,0
12,BCSF0004,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,9,3,Domestic/Farmed,22.3,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,<=8,,4,32,<=32,<=0.12,<=4,1,378,2013-08-09 00:00:00 UTC,32,0.75,60000,4.223227753,4.223227753,Shuttle control,LasNic-Dic,0,0,0,0,NA,NA,0,16.473424,0,0,26.16755289,0,0,0,0
13,BCSF0004,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,9,3,Domestic/Farmed,22.3,BCSV002,Cubana,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,<=8,,2,32,<=32,<=0.12,<=4,0.5,378,2013-08-09 00:00:00 UTC,32,0.75,60000,4.223227753,4.223227753,Shuttle control,LasNic-Dic,0,0,0,0,NA,NA,0,16.473424,0,0,26.16755289,0,0,0,0
14,BCSF0004,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,9,3,Domestic/Farmed,22.3,BCSV002,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,0.5,<=8,,2,32,64,<=0.12,>32,>8,378,2013-08-09 00:00:00 UTC,32,0.75,60000,4.223227753,4.223227753,Shuttle control,LasNic-Dic,0,0,0,0,NA,NA,0,16.473424,0,0,26.16755289,0,0,0,0
15,BCSF0008,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,16.2,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,0.03,NA,<=0.25,4,0.5,<=8,,8,64,<=32,<=0.12,<=4,1,168,2013-11-12 00:00:00 UTC,25,1,17000,4.705882353,4.705882353,Shuttle control,MonNic-Nic,0.04267068273,0,0,0,NA,NA,0,36.92169563,5.375530351,0,0,0,0,0,0
16,BCSF0008,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,16.2,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,0.03,NA,<=0.25,2,0.5,<=8,,4,32,<=32,<=0.12,<=4,1,168,2013-11-12 00:00:00 UTC,25,1,17000,4.705882353,4.705882353,Shuttle control,MonNic-Nic,0.04267068273,0,0,0,NA,NA,0,36.92169563,5.375530351,0,0,0,0,0,0
17,BCSF0008,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,16.2,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,4,<=16,<=32,<=0.12,<=4,1,168,2013-11-12 00:00:00 UTC,25,1,17000,4.705882353,4.705882353,Shuttle control,MonNic-Nic,0.04267068273,0,0,0,NA,NA,0,36.92169563,5.375530351,0,0,0,0,0,0
18,BCSF0008,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,16.2,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,<=8,,4,32,<=32,<=0.12,<=4,1,168,2013-11-12 00:00:00 UTC,25,1,17000,4.705882353,4.705882353,Shuttle control,MonNic-Nic,0.04267068273,0,0,0,NA,NA,0,36.92169563,5.375530351,0,0,0,0,0,0
19,BCSF0009,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,11.9,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,4,32,<=32,<=0.12,<=4,1,168,2013-11-12 00:00:00 UTC,25,1,60000,4.117647059,3.823529412,Shuttle control,MonNic-Nic,0.04254254254,0,0,0,NA,NA,0,36.92169563,5.37553035,0,0,0,0,0,0
20,BCSF0009,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,11.9,BCSV002,Enteritidis,<=1,NA,<=1,2,NA,8,0.03,NA,<=0.25,2,<=0.25,<=8,,4,32,<=32,<=0.12,<=4,1,168,2013-11-12 00:00:00 UTC,25,1,60000,4.117647059,3.823529412,Shuttle control,MonNic-Nic,0.04254254254,0,0,0,NA,NA,0,36.92169563,5.37553035,0,0,0,0,0,0
21,BCSF0009,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,11.9,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,4,32,<=32,<=0.12,<=4,1,168,2013-11-12 00:00:00 UTC,25,1,60000,4.117647059,3.823529412,Shuttle control,MonNic-Nic,0.04254254254,0,0,0,NA,NA,0,36.92169563,5.37553035,0,0,0,0,0,0
22,BCSF0009,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,11.9,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,<=8,,4,<=16,<=32,<=0.12,<=4,1,168,2013-11-12 00:00:00 UTC,25,1,60000,4.117647059,3.823529412,Shuttle control,MonNic-Nic,0.04254254254,0,0,0,NA,NA,0,36.92169563,5.37553035,0,0,0,0,0,0
23,BCSF0010,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,12.3,BCSV002,Braenderup,<=1,NA,<=1,8,NA,16,0.03,NA,<=0.25,8,0.5,<=8,,4,64,<=32,<=0.12,<=4,1,168,2013-11-12 00:00:00 UTC,25,0.72,150000,2.092300335,1.43472023,Shuttle control,MonNic-Nic-Mon,0.04210717091,0,0,0,NA,NA,0,36.92169562,5.375530351,0,0,0,0,0,0
24,BCSF0010,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,12.3,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,<=0.25,<=8,,4,<=16,<=32,<=0.12,<=4,1,168,2013-11-12 00:00:00 UTC,25,0.72,150000,2.092300335,1.43472023,Shuttle control,MonNic-Nic-Mon,0.04210717091,0,0,0,NA,NA,0,36.92169562,5.375530351,0,0,0,0,0,0
25,BCSF0010,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,12.3,BCSV002,Cubana,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,64,<=32,<=0.12,<=4,0.5,168,2013-11-12 00:00:00 UTC,25,0.72,150000,2.092300335,1.43472023,Shuttle control,MonNic-Nic-Mon,0.04210717091,0,0,0,NA,NA,0,36.92169562,5.375530351,0,0,0,0,0,0
26,BCSF0010,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,12.3,BCSV002,Cubana,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,64,<=32,<=0.12,<=4,1,168,2013-11-12 00:00:00 UTC,25,0.72,150000,2.092300335,1.43472023,Shuttle control,MonNic-Nic-Mon,0.04210717091,0,0,0,NA,NA,0,36.92169562,5.375530351,0,0,0,0,0,0
27,BCSF0011,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,17.6,BCSV002,Cubana,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,32,<=32,<=0.12,<=4,0.5,168,2013-11-04 00:00:00 UTC,29,0.8,115000,3.62804878,3.963414634,Shuttle control,MonNic-Nic,0.02829098311,0,0,0,NA,NA,0,24.61446375,11.0144009,0,0,0,0,0,0
28,BCSF0011,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,17.6,BCSV002,Cubana,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,32,<=32,<=0.12,<=4,0.5,168,2013-11-04 00:00:00 UTC,29,0.8,115000,3.62804878,3.963414634,Shuttle control,MonNic-Nic,0.02829098311,0,0,0,NA,NA,0,24.61446375,11.0144009,0,0,0,0,0,0
29,BCSF0012,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,12.7,BCSV002,Infantis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,64,<=32,<=0.12,<=4,1,168,2013-11-01 00:00:00 UTC,35,0.5,24000,2.5,4.166666667,Shuttle control,MonNic-Mon-Nic,0.0253164557,0,0,0,NA,NA,0,22.15301738,13.66706775,0,0,0,0,0,0
30,BCSF0012,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,12.7,BCSV002,Cubana,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,4,32,<=32,<=0.12,<=4,1,168,2013-11-01 00:00:00 UTC,35,0.5,24000,2.5,4.166666667,Shuttle control,MonNic-Mon-Nic,0.0253164557,0,0,0,NA,NA,0,22.15301738,13.66706775,0,0,0,0,0,0
31,BCSF0012,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,12.7,BCSV002,Cubana,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,32,<=32,<=0.12,<=4,1,168,2013-11-01 00:00:00 UTC,35,0.5,24000,2.5,4.166666667,Shuttle control,MonNic-Mon-Nic,0.0253164557,0,0,0,NA,NA,0,22.15301738,13.66706775,0,0,0,0,0,0
32,BCSF0012,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,12.7,BCSV002,Infantis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,<=0.25,<=8,,2,64,<=32,<=0.12,<=4,1,168,2013-11-01 00:00:00 UTC,35,0.5,24000,2.5,4.166666667,Shuttle control,MonNic-Mon-Nic,0.0253164557,0,0,0,NA,NA,0,22.15301738,13.66706775,0,0,0,0,0,0
33,BCSF0013,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,12.1,BCSV002,Cubana,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,32,<=32,<=0.12,<=4,1,168,2013-11-11 00:00:00 UTC,26,0.83,12000,9.090909091,12.08333333,Shuttle control,MonNic-Nic,0.04761904762,0,0,0,NA,NA,0,44.57075107,2.886024997,0,0,0,0,0,0
34,BCSF0013,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,12.1,BCSV002,Cubana,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,32,<=32,<=0.12,<=4,1,168,2013-11-11 00:00:00 UTC,26,0.83,12000,9.090909091,12.08333333,Shuttle control,MonNic-Nic,0.04761904762,0,0,0,NA,NA,0,44.57075107,2.886024997,0,0,0,0,0,0
35,BCSF0016,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,6,2,Domestic/Farmed,18.6,BCSV013,"I 4,[5],12:i:-",<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,1,0.5,<=8,,2,32,<=32,<=0.12,<=4,1,921,2013-05-06 00:00:00 UTC,36,0.83,200000,2.350159922,2.350159922,Shuttle control,NarNic-Mon,0.04599502376,0,0,0,NA,NA,0,0,0,0,84.51070333,0,0,0,0
36,BCSF0016,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,6,2,Domestic/Farmed,18.6,BCSV013,"I 4,[5],12:i:-",<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,32,<=32,<=0.12,<=4,1,921,2013-05-06 00:00:00 UTC,36,0.83,200000,2.350159922,2.350159922,Shuttle control,NarNic-Mon,0.04599502376,0,0,0,NA,NA,0,0,0,0,84.51070333,0,0,0,0
37,BCSF0016,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,6,2,Domestic/Farmed,18.6,BCSV013,"I 4,[5],12:i:-",>32,NA,>32,4,NA,8,<=0.015,NA,32,>32,0.5,<=8,,4,32,<=32,<=0.12,<=4,>8,921,2013-05-06 00:00:00 UTC,36,0.83,200000,2.350159922,2.350159922,Shuttle control,NarNic-Mon,0.04599502376,0,0,0,NA,NA,0,0,0,0,84.51070333,0,0,0,0
38,BCSF0016,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,6,2,Domestic/Farmed,18.6,BCSV013,Enteritidis,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,<=0.25,<=8,,4,64,<=32,<=0.12,<=4,1,921,2013-05-06 00:00:00 UTC,36,0.83,200000,2.350159922,2.350159922,Shuttle control,NarNic-Mon,0.04599502376,0,0,0,NA,NA,0,0,0,0,84.51070333,0,0,0,0
39,BCSF0018,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,3.8,BCSV013,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,1,1,<=8,,2,<=16,<=32,<=0.12,<=4,1,921,2013-11-08 00:00:00 UTC,35,1,280000,3.144559234,0,Shuttle control,NarNic-Mon,0.1107158818,0,0,0,NA,NA,0,0,40.05675528,0,9.038586195,0,0,0,0
40,BCSF0018,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,3.8,BCSV013,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,<=8,,2,32,<=32,<=0.12,<=4,1,921,2013-11-08 00:00:00 UTC,35,1,280000,3.144559234,0,Shuttle control,NarNic-Mon,0.1107158818,0,0,0,NA,NA,0,0,40.05675528,0,9.038586195,0,0,0,0
41,BCSF0018,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,3.8,BCSV013,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,1,<=8,,2,64,<=32,<=0.12,<=4,1,921,2013-11-08 00:00:00 UTC,35,1,280000,3.144559234,0,Shuttle control,NarNic-Mon,0.1107158818,0,0,0,NA,NA,0,0,40.05675528,0,9.038586195,0,0,0,0
42,BCSF0019,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,20.4,BCSV013,"I 4,[5],12:i:-",>32,NA,>32,4,NA,4,<=0.015,NA,16,32,0.5,<=8,,4,32,<=32,<=0.12,<=4,>8,921,2013-04-18 00:00:00 UTC,39,0.72,350000,1.640061229,1.640061229,Not applicable,Conventional-vaccine,0,0,0,0,0,NA,0,130.616023,0,0,0,0,0,0,0
43,BCSF0019,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,20.4,BCSV013,"I 4,[5],12:i:-",<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,1,0.5,<=8,,2,32,<=32,<=0.12,<=4,1,921,2013-04-18 00:00:00 UTC,39,0.72,350000,1.640061229,1.640061229,Not applicable,Conventional-vaccine,0,0,0,0,0,NA,0,130.616023,0,0,0,0,0,0,0
44,BCSF0019,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,20.4,BCSV013,"I 4,[5],12:i:-",<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,1,0.5,<=8,,2,32,<=32,<=0.12,<=4,1,921,2013-04-18 00:00:00 UTC,39,0.72,350000,1.640061229,1.640061229,Not applicable,Conventional-vaccine,0,0,0,0,0,NA,0,130.616023,0,0,0,0,0,0,0
45,BCSF0019,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,20.4,BCSV013,"I 4,[5],12:i:-",>32,NA,>32,4,NA,8,<=0.015,NA,16,>32,0.5,<=8,,4,32,<=32,<=0.12,<=4,>8,921,2013-04-18 00:00:00 UTC,39,0.72,350000,1.640061229,1.640061229,Not applicable,Conventional-vaccine,0,0,0,0,0,NA,0,130.616023,0,0,0,0,0,0,0
46,BCSF0020,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,8,3,Domestic/Farmed,17.8,BCSV013,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,<=8,,2,64,<=32,<=0.12,<=4,1,885,2013-07-11 00:00:00 UTC,36,0.84,65000,1.960784314,1.960784314,Shuttle control,NarNic-Sal,0.09618104668,0,0,0,NA,NA,0,0,37.01134248,0,0,0,0,0,0
47,BCSF0021,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,9,3,Domestic/Farmed,18.2,BCSV013,Cubana,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,<=8,,2,<=16,<=32,<=0.12,<=4,1,168,2013-08-02 00:00:00 UTC,35,1.8,100000,4.882862236,4.882862236,Shuttle control,LasNic-Dic,0.1025025286,0,0,0,NA,NA,0,0,0,0,80.35222882,0,0,0,0
48,BCSF0021,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,9,3,Domestic/Farmed,18.2,BCSV013,Cubana,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,32,<=32,<=0.12,<=4,1,168,2013-08-02 00:00:00 UTC,35,1.8,100000,4.882862236,4.882862236,Shuttle control,LasNic-Dic,0.1025025286,0,0,0,NA,NA,0,0,0,0,80.35222882,0,0,0,0
49,BCSF0022,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,9,3,Domestic/Farmed,15.2,BCSV013,Kentucky,>32,NA,>32,8,NA,4,<=0.015,NA,16,32,<=0.25,<=8,,4,<=16,64,<=0.12,>32,>8,885,2013-08-05 00:00:00 UTC,35,0.85,100000,4.136029412,4.136029412,Shuttle control,LasNic-Dic,0,0,0.1021116847,0,NA,NA,0,18.19306477,0,0,91.3737616,0,0,0,0
50,BCSF0022,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,9,3,Domestic/Farmed,15.2,BCSV013,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,1,<=8,,4,64,64,<=0.12,>32,>8,885,2013-08-05 00:00:00 UTC,35,0.85,100000,4.136029412,4.136029412,Shuttle control,LasNic-Dic,0,0,0.1021116847,0,NA,NA,0,18.19306477,0,0,91.3737616,0,0,0,0
51,BCSF0022,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,9,3,Domestic/Farmed,15.2,BCSV013,Kentucky,>32,NA,>32,8,NA,8,<=0.015,NA,16,32,1,<=8,,4,<=16,>64,<=0.12,>32,>8,885,2013-08-05 00:00:00 UTC,35,0.85,100000,4.136029412,4.136029412,Shuttle control,LasNic-Dic,0,0,0.1021116847,0,NA,NA,0,18.19306477,0,0,91.3737616,0,0,0,0
52,BCSF0022,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,9,3,Domestic/Farmed,15.2,BCSV013,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,>32,2,<=8,,2,64,>64,<=0.12,>32,>8,885,2013-08-05 00:00:00 UTC,35,0.85,100000,4.136029412,4.136029412,Shuttle control,LasNic-Dic,0,0,0.1021116847,0,NA,NA,0,18.19306477,0,0,91.3737616,0,0,0,0
53,BCSF0023,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,10.5,BCSV013,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,1,<=8,,4,64,<=32,<=0.12,<=4,0.5,921,2013-11-12 00:00:00 UTC,31,0.88,280000,2.241182479,0,Shuttle control,NarNic-Mon,0.138728794,0,0,0,NA,NA,0,0,26.55822298,0,31.07927827,0,0,0,0
54,BCSF0023,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,10.5,BCSV013,Enteritidis,<=1,NA,<=1,2,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,4,32,<=32,<=0.12,<=4,1,921,2013-11-12 00:00:00 UTC,31,0.88,280000,2.241182479,0,Shuttle control,NarNic-Mon,0.138728794,0,0,0,NA,NA,0,0,26.55822298,0,31.07927827,0,0,0,0
55,BCSF0023,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,10.5,BCSV013,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,<=8,,2,32,<=32,<=0.12,<=4,1,921,2013-11-12 00:00:00 UTC,31,0.88,280000,2.241182479,0,Shuttle control,NarNic-Mon,0.138728794,0,0,0,NA,NA,0,0,26.55822298,0,31.07927827,0,0,0,0
56,BCSF0023,2013,BRITISH COLUMBIA,BRITISH COLUMBIA,1,12,4,Domestic/Farmed,10.5,BCSV013,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,<=8,,2,32,<=32,<=0.12,<=4,1,921,2013-11-12 00:00:00 UTC,31,0.88,280000,2.241182479,0,Shuttle control,NarNic-Mon,0.138728794,0,0,0,NA,NA,0,0,26.55822298,0,31.07927827,0,0,0,0
57,BCSF0024,2013,ALBERTA,PRAIRIE,3,9,3,Domestic/Farmed,,BCSV003,Cubana,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,4,0.5,<=8,,2,64,<=32,<=0.12,<=4,1,697,2013-08-22 00:00:00 UTC,32,0.64,55000,2.237171464,2.237171464,Continuous control,Sal,0,0,0,0,NA,NA,0,0,0,0,126.3974959,0,0,0,0
