,ESTABLISHMENT_1,YEAR,PROVINCE_1,REGION,REGION_NUM,MONTH,QTR,COMMODITY,TEMPERATUREARRIVAL_1,VETID.x,FINAL_ID_SEROTYPE,MIC_AMC,MIC_AMK,MIC_AMP,MIC_AZM,MIC_CEP,MIC_CHL,MIC_CIP,MIC_COL,MIC_CRO,MIC_FOX,MIC_GEN,MIC_KAN,MIC_MEM,MIC_NAL,MIC_SSS,MIC_STR,MIC_SXT,MIC_TET,MIC_TIO,hatchery_1,placement_date,age_sampled,stocking_density,farm_capacity_n,Mortality_percent_barn,Mortality_percent_floor,cocci_tx,cocci_tx_info,ara_3GCS_mgKg,ara_FQLS_mgKg,ara_AMIN_mgKg,ara_LINC_AMCL_mgKg,ara_LINC_mgKg,ara_AMCL_mgKg,ara_MACR_mgKg,ara_PENI_mgKg,ara_STRE_mgKg,ara_TMPS_mgKg,ara_BACI_mgKg,ara_TETR_mgKg,ara_SULF_mgKg,ara_FLAV_mgKg,ara_ORTH_mgKg
1387,BCSF0741,2018,ONTARIO,ONTARIO,2,2,1,Domestic/Farmed,5.4,BCSV016,Uganda,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,,<=0.06,4,64,8,<=0.12,<=4,,882,2018-01-25 00:00:00 UTC,34,0.8,28000,8.599560514,9.753645048,Shuttle control,Mon-Nic,0,0,0,0,NA,NA,0,0,11.51932286,0,0,0,0,0,16.04228115
1388,BCSF0741,2018,ONTARIO,ONTARIO,2,2,1,Domestic/Farmed,5.4,BCSV016,Uganda,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,,<=0.06,4,32,8,<=0.12,<=4,,882,2018-01-25 00:00:00 UTC,34,0.8,28000,8.599560514,9.753645048,Shuttle control,Mon-Nic,0,0,0,0,NA,NA,0,0,11.51932286,0,0,0,0,0,16.04228115
1389,BCSF0741,2018,ONTARIO,ONTARIO,2,2,1,Domestic/Farmed,5.4,BCSV016,Uganda,<=1,NA,<=1,2,NA,8,<=0.015,NA,<=0.25,2,0.5,,<=0.06,4,64,8,<=0.12,<=4,,882,2018-01-25 00:00:00 UTC,34,0.8,28000,8.599560514,9.753645048,Shuttle control,Mon-Nic,0,0,0,0,NA,NA,0,0,11.51932286,0,0,0,0,0,16.04228115
1390,BCSF0741,2018,ONTARIO,ONTARIO,2,2,1,Domestic/Farmed,5.4,BCSV016,Enteritidis,<=1,NA,2,4,NA,8,0.03,NA,<=0.25,4,<=0.25,,<=0.06,4,64,<=2,<=0.12,<=4,,882,2018-01-25 00:00:00 UTC,34,0.8,28000,8.599560514,9.753645048,Shuttle control,Mon-Nic,0,0,0,0,NA,NA,0,0,11.51932286,0,0,0,0,0,16.04228115
1391,BCSF0742,2018,ONTARIO,ONTARIO,2,3,1,Domestic/Farmed,14.4,BCSV016,Enteritidis,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,,<=0.06,4,<=16,4,<=0.12,<=4,,299,2018-01-30 00:00:00 UTC,35,0.76,26000,3.734439834,3.734439834,Shuttle control,Mon-Nic,0,0,0,0,NA,NA,0,0,9.566046376,0,0,0,0,0,14.53498777
1392,BCSF0742,2018,ONTARIO,ONTARIO,2,3,1,Domestic/Farmed,14.4,BCSV016,Enteritidis,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,4,<=0.25,,<=0.06,4,<=16,4,<=0.12,<=4,,299,2018-01-30 00:00:00 UTC,35,0.76,26000,3.734439834,3.734439834,Shuttle control,Mon-Nic,0,0,0,0,NA,NA,0,0,9.566046376,0,0,0,0,0,14.53498777
1393,BCSF0742,2018,ONTARIO,ONTARIO,2,3,1,Domestic/Farmed,14.4,BCSV016,Enteritidis,2,NA,<=1,4,NA,8,0.03,NA,<=0.25,2,0.5,,<=0.06,4,32,4,<=0.12,<=4,,299,2018-01-30 00:00:00 UTC,35,0.76,26000,3.734439834,3.734439834,Shuttle control,Mon-Nic,0,0,0,0,NA,NA,0,0,9.566046376,0,0,0,0,0,14.53498777
1394,BCSF0742,2018,ONTARIO,ONTARIO,2,3,1,Domestic/Farmed,14.4,BCSV016,Enteritidis,<=1,NA,2,4,NA,4,<=0.015,NA,<=0.25,2,<=0.25,,<=0.06,4,<=16,<=2,<=0.12,<=4,,299,2018-01-30 00:00:00 UTC,35,0.76,26000,3.734439834,3.734439834,Shuttle control,Mon-Nic,0,0,0,0,NA,NA,0,0,9.566046376,0,0,0,0,0,14.53498777
1395,BCSF0746,2018,QUEBEC,QUEBEC,4,5,2,Domestic/Farmed,17.3,BCSV011,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,<=0.25,,<=0.06,4,32,8,<=0.12,>32,,270,2018-03-26 00:00:00 UTC,37,0.72,36000,2.927777778,3.066666667,Shuttle control,Sal-Dec,0,0,0,0,0.1168020177,0.2339547921,0,0,0,0,91.81333819,0,0,0,0
1396,BCSF0746,2018,QUEBEC,QUEBEC,4,5,2,Domestic/Farmed,17.3,BCSV011,Kentucky,<=1,NA,<=1,2,NA,4,<=0.015,NA,<=0.25,1,>16,,<=0.06,2,>256,>64,<=0.12,>32,,270,2018-03-26 00:00:00 UTC,37,0.72,36000,2.927777778,3.066666667,Shuttle control,Sal-Dec,0,0,0,0,0.1168020177,0.2339547921,0,0,0,0,91.81333819,0,0,0,0
1397,BCSF0746,2018,QUEBEC,QUEBEC,4,5,2,Domestic/Farmed,17.3,BCSV011,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,,<=0.06,2,32,64,<=0.12,>32,,270,2018-03-26 00:00:00 UTC,37,0.72,36000,2.927777778,3.066666667,Shuttle control,Sal-Dec,0,0,0,0,0.1168020177,0.2339547921,0,0,0,0,91.81333819,0,0,0,0
1398,BCSF0749,2018,QUEBEC,QUEBEC,4,4,2,Domestic/Farmed,NA,BCSV017,Kentucky,<=1,NA,<=1,4,NA,<=2,<=0.015,NA,<=0.25,2,0.5,,<=0.06,2,64,>64,<=0.12,32,,627,2018-03-08 00:00:00 UTC,34,1,199000,3.32160804,4.03030303,Not applicable,ABF-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
1399,BCSF0749,2018,QUEBEC,QUEBEC,4,4,2,Domestic/Farmed,NA,BCSV017,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,4,0.5,,<=0.06,4,64,>64,<=0.12,32,,627,2018-03-08 00:00:00 UTC,34,1,199000,3.32160804,4.03030303,Not applicable,ABF-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
1400,BCSF0752,2018,QUEBEC,QUEBEC,4,3,1,Domestic/Farmed,NA,BCSV009,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,8,1,,<=0.06,4,<=16,>64,<=0.12,>32,,270,2018-02-05 00:00:00 UTC,32,0.77,40000,1.523925632,0,Shuttle control,MonAmp-Mon-Nic,0,0,0,0,0.1525258264,0.3055096884,0,0,0,0,0,0,0,3.256758668,0
1401,BCSF0752,2018,QUEBEC,QUEBEC,4,3,1,Domestic/Farmed,NA,BCSV009,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,,<=0.06,4,<=16,64,<=0.12,>32,,270,2018-02-05 00:00:00 UTC,32,0.77,40000,1.523925632,0,Shuttle control,MonAmp-Mon-Nic,0,0,0,0,0.1525258264,0.3055096884,0,0,0,0,0,0,0,3.256758668,0
1402,BCSF0752,2018,QUEBEC,QUEBEC,4,3,1,Domestic/Farmed,NA,BCSV009,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,,<=0.06,2,32,>64,<=0.12,>32,,270,2018-02-05 00:00:00 UTC,32,0.77,40000,1.523925632,0,Shuttle control,MonAmp-Mon-Nic,0,0,0,0,0.1525258264,0.3055096884,0,0,0,0,0,0,0,3.256758668,0
1403,BCSF0753,2018,QUEBEC,QUEBEC,4,2,1,Domestic/Farmed,8.9,BCSV010,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,<=0.25,,<=0.06,4,<=16,>64,<=0.12,>32,,270,2018-01-18 00:00:00 UTC,34,0.41,34000,7.49112426,10.60714286,Shuttle control,NarNic-Mon,0,0,0,0,0.03872871458,0.0775737316,0,0,30.17006105,0,0,0,0,0,0
1404,BCSF0753,2018,QUEBEC,QUEBEC,4,2,1,Domestic/Farmed,8.9,BCSV010,Kentucky,32,NA,>32,4,NA,4,<=0.015,NA,16,32,<=0.25,,<=0.06,4,<=16,>64,<=0.12,>32,,270,2018-01-18 00:00:00 UTC,34,0.41,34000,7.49112426,10.60714286,Shuttle control,NarNic-Mon,0,0,0,0,0.03872871458,0.0775737316,0,0,30.17006105,0,0,0,0,0,0
1405,BCSF0753,2018,QUEBEC,QUEBEC,4,2,1,Domestic/Farmed,8.9,BCSV010,Kentucky,32,NA,>32,4,NA,4,<=0.015,NA,16,32,0.5,,<=0.06,2,<=16,64,<=0.12,>32,,270,2018-01-18 00:00:00 UTC,34,0.41,34000,7.49112426,10.60714286,Shuttle control,NarNic-Mon,0,0,0,0,0.03872871458,0.0775737316,0,0,30.17006105,0,0,0,0,0,0
1406,BCSF0753,2018,QUEBEC,QUEBEC,4,2,1,Domestic/Farmed,8.9,BCSV010,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,<=0.06,4,32,4,<=0.12,<=4,,270,2018-01-18 00:00:00 UTC,34,0.41,34000,7.49112426,10.60714286,Shuttle control,NarNic-Mon,0,0,0,0,0.03872871458,0.0775737316,0,0,30.17006105,0,0,0,0,0,0
1407,BCSF0754,2018,QUEBEC,QUEBEC,4,3,1,Domestic/Farmed,9.6,BCSV010,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,1,<=0.25,,<=0.06,2,<=16,64,<=0.12,>32,,782,2018-02-01 00:00:00 UTC,29,0.82,18100,1.088722782,1.252747253,Shuttle control,Mon-Nic,0,0,0,0,0.08472050119,0.1696954183,0,0,0,29.74995049,76.43542996,0,0,0,0
1408,BCSF0754,2018,QUEBEC,QUEBEC,4,3,1,Domestic/Farmed,9.6,BCSV010,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,<=0.25,,<=0.06,2,<=16,64,<=0.12,>32,,782,2018-02-01 00:00:00 UTC,29,0.82,18100,1.088722782,1.252747253,Shuttle control,Mon-Nic,0,0,0,0,0.08472050119,0.1696954183,0,0,0,29.74995049,76.43542996,0,0,0,0
1409,BCSF0754,2018,QUEBEC,QUEBEC,4,3,1,Domestic/Farmed,9.6,BCSV010,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,<=0.25,,<=0.06,2,32,64,<=0.12,>32,,782,2018-02-01 00:00:00 UTC,29,0.82,18100,1.088722782,1.252747253,Shuttle control,Mon-Nic,0,0,0,0,0.08472050119,0.1696954183,0,0,0,29.74995049,76.43542996,0,0,0,0
1410,BCSF0754,2018,QUEBEC,QUEBEC,4,3,1,Domestic/Farmed,9.6,BCSV010,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,<=0.25,,<=0.06,2,<=16,>64,<=0.12,>32,,782,2018-02-01 00:00:00 UTC,29,0.82,18100,1.088722782,1.252747253,Shuttle control,Mon-Nic,0,0,0,0,0.08472050119,0.1696954183,0,0,0,29.74995049,76.43542996,0,0,0,0
1411,BCSF0755,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,11.9,BCSV002,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,4,<=0.25,,<=0.06,4,<=16,64,<=0.12,>32,,168,2018-01-23 00:00:00 UTC,31,0.65,86000,3.500233427,3.697478992,Shuttle control,NarNic-Mon-Clo,0,0,0,0,NA,NA,0,26.30979976,18.79271411,0,44.84522345,0,0,0,0
1412,BCSF0755,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,11.9,BCSV002,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,4,0.5,,<=0.06,2,<=16,64,<=0.12,>32,,168,2018-01-23 00:00:00 UTC,31,0.65,86000,3.500233427,3.697478992,Shuttle control,NarNic-Mon-Clo,0,0,0,0,NA,NA,0,26.30979976,18.79271411,0,44.84522345,0,0,0,0
1413,BCSF0755,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,11.9,BCSV002,Kentucky,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,4,0.5,,<=0.06,2,32,>64,<=0.12,>32,,168,2018-01-23 00:00:00 UTC,31,0.65,86000,3.500233427,3.697478992,Shuttle control,NarNic-Mon-Clo,0,0,0,0,NA,NA,0,26.30979976,18.79271411,0,44.84522345,0,0,0,0
1414,BCSF0755,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,11.9,BCSV002,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,4,0.5,,<=0.06,2,32,64,<=0.12,>32,,168,2018-01-23 00:00:00 UTC,31,0.65,86000,3.500233427,3.697478992,Shuttle control,NarNic-Mon-Clo,0,0,0,0,NA,NA,0,26.30979976,18.79271411,0,44.84522345,0,0,0,0
1415,BCSF0756,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,11,BCSV002,Kentucky,>32,NA,>32,8,NA,8,0.25,NA,16,>32,1,,<=0.06,>32,64,>64,<=0.12,>32,,168,2018-01-25 00:00:00 UTC,34,0.67,116000,4.15045045,4.722641193,Continuous control,SalNic,0,0,0,0,NA,NA,0,56.86814932,0,0,0,0,0,0,0
1416,BCSF0756,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,11,BCSV002,Kentucky,>32,NA,>32,4,NA,4,0.25,NA,16,32,0.5,,<=0.06,>32,32,>64,<=0.12,>32,,168,2018-01-25 00:00:00 UTC,34,0.67,116000,4.15045045,4.722641193,Continuous control,SalNic,0,0,0,0,NA,NA,0,56.86814932,0,0,0,0,0,0,0
1417,BCSF0756,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,11,BCSV002,Kentucky,>32,NA,>32,4,NA,4,0.25,NA,16,32,<=0.25,,<=0.06,>32,32,>64,<=0.12,>32,,168,2018-01-25 00:00:00 UTC,34,0.67,116000,4.15045045,4.722641193,Continuous control,SalNic,0,0,0,0,NA,NA,0,56.86814932,0,0,0,0,0,0,0
1418,BCSF0756,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,11,BCSV002,Kentucky,>32,NA,>32,4,NA,8,0.25,NA,16,32,0.5,,<=0.06,>32,32,>64,<=0.12,>32,,168,2018-01-25 00:00:00 UTC,34,0.67,116000,4.15045045,4.722641193,Continuous control,SalNic,0,0,0,0,NA,NA,0,56.86814932,0,0,0,0,0,0,0
1419,BCSF0757,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,10.9,BCSV002,Heidelberg,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,>16,,<=0.06,4,>256,>64,<=0.12,<=4,,168,2018-01-19 00:00:00 UTC,40,0.865,30000,6.017579446,6.017579446,Not applicable,ABF-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
1420,BCSF0757,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,10.9,BCSV002,Enteritidis,16,NA,>32,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,<=0.06,4,>256,>64,<=0.12,>32,,168,2018-01-19 00:00:00 UTC,40,0.865,30000,6.017579446,6.017579446,Not applicable,ABF-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
1421,BCSF0757,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,10.9,BCSV002,Heidelberg,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,,<=0.06,4,<=16,16,<=0.12,<=4,,168,2018-01-19 00:00:00 UTC,40,0.865,30000,6.017579446,6.017579446,Not applicable,ABF-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
1422,BCSF0757,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,10.9,BCSV002,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,,<=0.06,2,64,>64,<=0.12,>32,,168,2018-01-19 00:00:00 UTC,40,0.865,30000,6.017579446,6.017579446,Not applicable,ABF-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
1423,BCSF0758,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,3,1,Domestic/Farmed,7.3,BCSV002,Kentucky,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,<=0.25,,<=0.06,2,32,64,<=0.12,>32,,168,2018-02-13 00:00:00 UTC,35,1.59,51000,5.6,7.501960784,Continuous control,NarNic,0,0,0,0,NA,NA,0,45.69606905,0,0,0,0,0,0,0
1424,BCSF0758,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,3,1,Domestic/Farmed,7.3,BCSV002,Kentucky,<=1,NA,<=1,8,NA,4,<=0.015,NA,<=0.25,2,<=0.25,,<=0.06,2,<=16,>64,<=0.12,>32,,168,2018-02-13 00:00:00 UTC,35,1.59,51000,5.6,7.501960784,Continuous control,NarNic,0,0,0,0,NA,NA,0,45.69606905,0,0,0,0,0,0,0
1425,BCSF0758,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,3,1,Domestic/Farmed,7.3,BCSV002,Kentucky,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,<=0.06,2,<=16,64,<=0.12,>32,,168,2018-02-13 00:00:00 UTC,35,1.59,51000,5.6,7.501960784,Continuous control,NarNic,0,0,0,0,NA,NA,0,45.69606905,0,0,0,0,0,0,0
1426,BCSF0758,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,3,1,Domestic/Farmed,7.3,BCSV002,Kentucky,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,,<=0.06,2,32,64,<=0.12,>32,,168,2018-02-13 00:00:00 UTC,35,1.59,51000,5.6,7.501960784,Continuous control,NarNic,0,0,0,0,NA,NA,0,45.69606905,0,0,0,0,0,0,0
1427,BCSF0759,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,1,1,Domestic/Farmed,7.3,BCSV002,Enteritidis,<=1,NA,<=1,2,NA,<=2,<=0.015,NA,<=0.25,2,<=0.25,,<=0.06,4,<=16,<=2,<=0.12,<=4,,168,2018-12-28 00:00:00 UTC,33,0.58,45000,8.00501596,8.00501596,Continuous control,NarNic,0,0,0,0,NA,NA,0,55.15042816,0,0,0,0,0,0,0
1428,BCSF0759,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,1,1,Domestic/Farmed,7.3,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,1,,<=0.06,4,<=16,4,<=0.12,<=4,,168,2018-12-28 00:00:00 UTC,33,0.58,45000,8.00501596,8.00501596,Continuous control,NarNic,0,0,0,0,NA,NA,0,55.15042816,0,0,0,0,0,0,0
1429,BCSF0759,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,1,1,Domestic/Farmed,7.3,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,1,,<=0.06,4,32,8,<=0.12,<=4,,168,2018-12-28 00:00:00 UTC,33,0.58,45000,8.00501596,8.00501596,Continuous control,NarNic,0,0,0,0,NA,NA,0,55.15042816,0,0,0,0,0,0,0
1430,BCSF0759,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,1,1,Domestic/Farmed,7.3,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,,<=0.06,4,32,4,<=0.12,<=4,,168,2018-12-28 00:00:00 UTC,33,0.58,45000,8.00501596,8.00501596,Continuous control,NarNic,0,0,0,0,NA,NA,0,55.15042816,0,0,0,0,0,0,0
1431,BCSF0760,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,8.2,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,,<=0.06,4,32,4,<=0.12,<=4,,168,2018-01-02 00:00:00 UTC,34,0.54,145000,6.526908636,6.513378832,Shuttle control,NarNic-Mon,0,0,0,0,NA,NA,0,48.22198243,0,0,36.05250921,0,0,0,0
1432,BCSF0760,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,2,1,Domestic/Farmed,8.2,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,,<=0.06,4,32,4,<=0.12,<=4,,168,2018-01-02 00:00:00 UTC,34,0.54,145000,6.526908636,6.513378832,Shuttle control,NarNic-Mon,0,0,0,0,NA,NA,0,48.22198243,0,0,36.05250921,0,0,0,0
1433,BCSF0762,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,8,3,Domestic/Farmed,20.4,BCSV002,Enteritidis,<=1,NA,2,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,<=0.06,2,32,<=2,<=0.12,<=4,,885,2018-07-02 00:00:00 UTC,36,0.7,90000,5.270774977,5.270774977,Continuous control,Dec,0,0,0,0,NA,NA,0,41.89851352,0,0,0,0,0,0,0
1434,BCSF0763,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,11,4,Domestic/Farmed,5.2,BCSV002,Enteritidis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,<=0.25,,<=0.06,4,64,<=2,<=0.12,<=4,,168,2018-10-23 00:00:00 UTC,35,0.74,37740,3.423423423,3.343932167,Continuous control,Dec,0,0,0,0,NA,NA,0,0,0,0,42.45716037,0,0,0,0
1435,BCSF0763,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,11,4,Domestic/Farmed,5.2,BCSV002,Kentucky,>32,NA,>32,2,NA,4,<=0.015,NA,8,32,0.5,,<=0.06,2,32,8,<=0.12,<=4,,168,2018-10-23 00:00:00 UTC,35,0.74,37740,3.423423423,3.343932167,Continuous control,Dec,0,0,0,0,NA,NA,0,0,0,0,42.45716037,0,0,0,0
1436,BCSF0764,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,15.8,BCSV013,Enteritidis,<=1,NA,<=1,8,NA,8,0.03,NA,<=0.25,2,0.5,,<=0.06,4,<=16,4,<=0.12,<=4,,921,2018-04-20 00:00:00 UTC,31,1.64,315000,3.333333333,0,Shuttle control,NarNic-Mad-Dec-Nic,0,0,0,0,NA,NA,0,58.3222162,0,0,95.29908002,0,0,0,0
1437,BCSF0764,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,15.8,BCSV013,Enteritidis,<=1,NA,<=1,8,NA,8,0.03,NA,<=0.25,2,0.5,,<=0.06,4,32,4,<=0.12,<=4,,921,2018-04-20 00:00:00 UTC,31,1.64,315000,3.333333333,0,Shuttle control,NarNic-Mad-Dec-Nic,0,0,0,0,NA,NA,0,58.3222162,0,0,95.29908002,0,0,0,0
1438,BCSF0764,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,15.8,BCSV013,Enteritidis,2,NA,2,8,NA,8,0.03,NA,<=0.25,2,<=0.25,,<=0.06,8,32,4,<=0.12,<=4,,921,2018-04-20 00:00:00 UTC,31,1.64,315000,3.333333333,0,Shuttle control,NarNic-Mad-Dec-Nic,0,0,0,0,NA,NA,0,58.3222162,0,0,95.29908002,0,0,0,0
1439,BCSF0764,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,5,2,Domestic/Farmed,15.8,BCSV013,Enteritidis,<=1,NA,<=1,8,NA,8,0.03,NA,<=0.25,2,<=0.25,,<=0.06,4,32,4,<=0.12,<=4,,921,2018-04-20 00:00:00 UTC,31,1.64,315000,3.333333333,0,Shuttle control,NarNic-Mad-Dec-Nic,0,0,0,0,NA,NA,0,58.3222162,0,0,95.29908002,0,0,0,0
1440,BCSF0766,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,8,3,Domestic/Farmed,21.7,BCSV013,Infantis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,<=0.25,,<=0.06,2,<=16,4,<=0.12,<=4,,0,2018-07-27 00:00:00 UTC,31,1.19,75000,2.225312935,0,Continuous control,Dec,0,0,0,0,NA,NA,0,79.63935429,0,0,81.28450942,0,0,0,0
1441,BCSF0766,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,8,3,Domestic/Farmed,21.7,BCSV013,Infantis,>32,NA,>32,8,NA,8,<=0.015,NA,32,>32,<=0.25,,<=0.06,4,32,16,<=0.12,<=4,,0,2018-07-27 00:00:00 UTC,31,1.19,75000,2.225312935,0,Continuous control,Dec,0,0,0,0,NA,NA,0,79.63935429,0,0,81.28450942,0,0,0,0
1442,BCSF0766,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,8,3,Domestic/Farmed,21.7,BCSV013,Infantis,>32,NA,>32,4,NA,8,<=0.015,NA,32,>32,<=0.25,,<=0.06,2,32,8,<=0.12,<=4,,0,2018-07-27 00:00:00 UTC,31,1.19,75000,2.225312935,0,Continuous control,Dec,0,0,0,0,NA,NA,0,79.63935429,0,0,81.28450942,0,0,0,0
1443,BCSF0767,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,10,4,Domestic/Farmed,6.8,BCSV013,Kentucky,>32,NA,>32,2,NA,<=2,<=0.015,NA,16,32,0.5,,<=0.06,2,32,>64,<=0.12,>32,,921,2018-09-03 00:00:00 UTC,32,1.06,180000,2.224012893,0,Shuttle control,Sal-Dec,0,0,0,0,NA,NA,0,72.58572895,0,0,90.55502446,0,0,0,0
1444,BCSF0767,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,10,4,Domestic/Farmed,6.8,BCSV013,Kentucky,>32,NA,>32,4,NA,8,<=0.015,NA,16,32,<=0.25,,<=0.06,4,<=16,>64,<=0.12,>32,,921,2018-09-03 00:00:00 UTC,32,1.06,180000,2.224012893,0,Shuttle control,Sal-Dec,0,0,0,0,NA,NA,0,72.58572895,0,0,90.55502446,0,0,0,0
1445,BCSF0767,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,10,4,Domestic/Farmed,6.8,BCSV013,Kentucky,>32,NA,>32,2,NA,4,<=0.015,NA,16,32,0.5,,<=0.06,2,<=16,>64,<=0.12,>32,,921,2018-09-03 00:00:00 UTC,32,1.06,180000,2.224012893,0,Shuttle control,Sal-Dec,0,0,0,0,NA,NA,0,72.58572895,0,0,90.55502446,0,0,0,0
1446,BCSF0767,2018,BRITISH COLUMBIA,BRITISH COLUMBIA,1,10,4,Domestic/Farmed,6.8,BCSV013,Kentucky,>32,NA,>32,2,NA,4,<=0.015,NA,16,32,<=0.25,,<=0.06,2,<=16,>64,<=0.12,>32,,921,2018-09-03 00:00:00 UTC,32,1.06,180000,2.224012893,0,Shuttle control,Sal-Dec,0,0,0,0,NA,NA,0,72.58572895,0,0,90.55502446,0,0,0,0
